t,y_numerical,y_analytical,error
3.3600000000,-0.5795092704,-0.5790917986,0.0004174718
3.3650000000,-0.5814929429,-0.5810698781,0.0004230648
3.3700000000,-0.5834612192,-0.5830325668,0.0004286524
3.3750000000,-0.5854140543,-0.5849798200,0.0004342343
3.3800000000,-0.5873514038,-0.5869115933,0.0004398104
3.3850000000,-0.5892732234,-0.5888278427,0.0004453807
3.3900000000,-0.5911794693,-0.5907285244,0.0004509448
3.3950000000,-0.5930700980,-0.5926135953,0.0004565027
3.4000000000,-0.5949450666,-0.5944830123,0.0004620542
3.4050000000,-0.5968043322,-0.5963367330,0.0004675992
3.4100000000,-0.5986478526,-0.5981747151,0.0004731375
3.4150000000,-0.6004755857,-0.5999969168,0.0004786689
3.4200000000,-0.6022874901,-0.6018032967,0.0004841934
3.4250000000,-0.6040835244,-0.6035938138,0.0004897106
3.4300000000,-0.6058636479,-0.6053684273,0.0004952206
3.4350000000,-0.6076278201,-0.6071270970,0.0005007231
3.4400000000,-0.6093760009,-0.6088697829,0.0005062180
3.4450000000,-0.6111081506,-0.6105964454,0.0005117052
3.4500000000,-0.6128242298,-0.6123070455,0.0005171844
3.4550000000,-0.6145241998,-0.6140015442,0.0005226555
3.4600000000,-0.6162080218,-0.6156799033,0.0005281185
3.4650000000,-0.6178756577,-0.6173420847,0.0005335730
3.4700000000,-0.6195270698,-0.6189880507,0.0005390191
3.4750000000,-0.6211622206,-0.6206177641,0.0005444565
3.4800000000,-0.6227810731,-0.6222311881,0.0005498850
3.4850000000,-0.6243835908,-0.6238282862,0.0005553046
3.4900000000,-0.6259697373,-0.6254090222,0.0005607151
3.4950000000,-0.6275394768,-0.6269733605,0.0005661163
3.5000000000,-0.6290927738,-0.6285212658,0.0005715081
3.5050000000,-0.6306295934,-0.6300527031,0.0005768903
3.5100000000,-0.6321499008,-0.6315676380,0.0005822628
3.5150000000,-0.6336536617,-0.6330660364,0.0005876254
3.5200000000,-0.6351408424,-0.6345478644,0.0005929780
3.5250000000,-0.6366114092,-0.6360130887,0.0005983205
3.5300000000,-0.6380653291,-0.6374616765,0.0006036526
3.5350000000,-0.6395025694,-0.6388935951,0.0006089743
3.5400000000,-0.6409230979,-0.6403088125,0.0006142854
3.5450000000,-0.6423268826,-0.6417072968,0.0006195857
3.5500000000,-0.6437138920,-0.6430890168,0.0006248752
3.5550000000,-0.6450840951,-0.6444539415,0.0006301536
3.5600000000,-0.6464374611,-0.6458020403,0.0006354208
3.5650000000,-0.6477739598,-0.6471332831,0.0006406767
3.5700000000,-0.6490935613,-0.6484476402,0.0006459211
3.5750000000,-0.6503962361,-0.6497450823,0.0006511539
3.5800000000,-0.6516819552,-0.6510255804,0.0006563749
3.5850000000,-0.6529506899,-0.6522891059,0.0006615840
3.5900000000,-0.6542024119,-0.6535356309,0.0006667810
3.5950000000,-0.6554370934,-0.6547651276,0.0006719658
3.6000000000,-0.6566547069,-0.6559775686,0.0006771383
3.6050000000,-0.6578552255,-0.6571729271,0.0006822983
3.6100000000,-0.6590386224,-0.6583511767,0.0006874457
3.6150000000,-0.6602048715,-0.6595122912,0.0006925803
3.6200000000,-0.6613539471,-0.6606562451,0.0006977020
3.6250000000,-0.6624858236,-0.6617830129,0.0007028106
3.6300000000,-0.6636004761,-0.6628925701,0.0007079061
3.6350000000,-0.6646978802,-0.6639848920,0.0007129882
3.6400000000,-0.6657780115,-0.6650599548,0.0007180568
3.6450000000,-0.6668408465,-0.6661177347,0.0007231118
3.6500000000,-0.6678863618,-0.6671582088,0.0007281530
3.6550000000,-0.6689145345,-0.6681813541,0.0007331804
3.6600000000,-0.6699253421,-0.6691871484,0.0007381937
3.6650000000,-0.6709187626,-0.6701755698,0.0007431928
3.6700000000,-0.6718947743,-0.6711465966,0.0007481776
3.6750000000,-0.6728533560,-0.6721002080,0.0007531480
3.6800000000,-0.6737944869,-0.6730363831,0.0007581037
3.6850000000,-0.6747181466,-0.6739551018,0.0007630448
3.6900000000,-0.6756243152,-0.6748563442,0.0007679710
3.6950000000,-0.6765129731,-0.6757400910,0.0007728821
3.7000000000,-0.6773841013,-0.6766063231,0.0007777782
3.7050000000,-0.6782376809,-0.6774550220,0.0007826590
3.7100000000,-0.6790736938,-0.6782861695,0.0007875243
3.7150000000,-0.6798921221,-0.6790997480,0.0007923741
3.7200000000,-0.6806929484,-0.6798957401,0.0007972083
3.7250000000,-0.6814761557,-0.6806741290,0.0008020266
3.7300000000,-0.6822417273,-0.6814348983,0.0008068290
3.7350000000,-0.6829896473,-0.6821780319,0.0008116153
3.7400000000,-0.6837198998,-0.6829035143,0.0008163855
3.7450000000,-0.6844324695,-0.6836113303,0.0008211392
3.7500000000,-0.6851273416,-0.6843014651,0.0008258765
3.7550000000,-0.6858045017,-0.6849739045,0.0008305972
3.7600000000,-0.6864639357,-0.6856286346,0.0008353012
3.7650000000,-0.6871056301,-0.6862656419,0.0008399882
3.7700000000,-0.6877295717,-0.6868849134,0.0008446583
3.7750000000,-0.6883357478,-0.6874864365,0.0008493113
3.7800000000,-0.6889241460,-0.6880701990,0.0008539470
3.7850000000,-0.6894947546,-0.6886361893,0.0008585653
3.7900000000,-0.6900475621,-0.6891843960,0.0008631662
3.7950000000,-0.6905825575,-0.6897148082,0.0008677493
3.8000000000,-0.6910997302,-0.6902274155,0.0008723147
3.8050000000,-0.6915990702,-0.6907222079,0.0008768623
3.8100000000,-0.6920805675,-0.6911991758,0.0008813918
3.8150000000,-0.6925442131,-0.6916583100,0.0008859031
3.8200000000,-0.6929899981,-0.6920996019,0.0008903962
3.8250000000,-0.6934179140,-0.6925230431,0.0008948709
3.8300000000,-0.6938279529,-0.6929286259,0.0008993271
3.8350000000,-0.6942201072,-0.6933163427,0.0009037646
3.8400000000,-0.6945943699,-0.6936861866,0.0009081833
3.8450000000,-0.6949507342,-0.6940381510,0.0009125832
3.8500000000,-0.6952891939,-0.6943722299,0.0009169641
3.8550000000,-0.6956097433,-0.6946884175,0.0009213258
3.8600000000,-0.6959123768,-0.6949867086,0.0009256683
3.8650000000,-0.6961970897,-0.6952670983,0.0009299913
3.8700000000,-0.6964638773,-0.6955295824,0.0009342949
3.8750000000,-0.6967127357,-0.6957741568,0.0009385789
3.8800000000,-0.6969436611,-0.6960008180,0.0009428432
3.8850000000,-0.6971566505,-0.6962095629,0.0009470875
3.8900000000,-0.6973517009,-0.6964003890,0.0009513120
3.8950000000,-0.6975288102,-0.6965732939,0.0009555163
3.9000000000,-0.6976879764,-0.6967282760,0.0009597004
3.9050000000,-0.6978291980,-0.6968653338,0.0009638642
3.9100000000,-0.6979524741,-0.6969844665,0.0009680076
3.9150000000,-0.6980578040,-0.6970856737,0.0009721304
3.9200000000,-0.6981451877,-0.6971689552,0.0009762325
3.9250000000,-0.6982146253,-0.6972343115,0.0009803138
3.9300000000,-0.6982661177,-0.6972817434,0.0009843743
3.9350000000,-0.6982996659,-0.6973112523,0.0009884137
3.9400000000,-0.6983152717,-0.6973228397,0.0009924320
3.9450000000,-0.6983129370,-0.6973165079,0.0009964291
3.9500000000,-0.6982926642,-0.6972922594,0.0010004048
3.9550000000,-0.6982544564,-0.6972500973,0.0010043590
3.9600000000,-0.6981983168,-0.6971900251,0.0010082917
3.9650000000,-0.6981242492,-0.6971120465,0.0010122027
3.9700000000,-0.6980322579,-0.6970161660,0.0010160919
3.9750000000,-0.6979223475,-0.6969023882,0.0010199592
3.9800000000,-0.6977945230,-0.6967707185,0.0010238045
3.9850000000,-0.6976487901,-0.6966211624,0.0010276277
3.9900000000,-0.6974851546,-0.6964537259,0.0010314287
3.9950000000,-0.6973036231,-0.6962684157,0.0010352073
4.0000000000,-0.6971042022,-0.6960652386,0.0010389635
4.0050000000,-0.6968868993,-0.6958442021,0.0010426972
4.0100000000,-0.6966517220,-0.6956053138,0.0010464082
4.0150000000,-0.6963986786,-0.6953485822,0.0010500965
4.0200000000,-0.6961277776,-0.6950740157,0.0010537619
4.0250000000,-0.6958390280,-0.6947816237,0.0010574043
4.0300000000,-0.6955324393,-0.6944714155,0.0010610237
4.0350000000,-0.6952080212,-0.6941434013,0.0010646200
4.0400000000,-0.6948657842,-0.6937975913,0.0010681929
4.0450000000,-0.6945057391,-0.6934339965,0.0010717426
4.0500000000,-0.6941278969,-0.6930526282,0.0010752687
4.0550000000,-0.6937322693,-0.6926534980,0.0010787713
4.0600000000,-0.6933188683,-0.6922366181,0.0010822502
4.0650000000,-0.6928877065,-0.6918020011,0.0010857054
4.0700000000,-0.6924387967,-0.6913496600,0.0010891367
4.0750000000,-0.6919721524,-0.6908796083,0.0010925441
4.0800000000,-0.6914877872,-0.6903918599,0.0010959274
4.0850000000,-0.6909857155,-0.6898864289,0.0010992865
4.0900000000,-0.6904659518,-0.6893633303,0.0011026215
4.0950000000,-0.6899285112,-0.6888225792,0.0011059321
4.1000000000,-0.6893734093,-0.6882641911,0.0011092182
4.1050000000,-0.6888006620,-0.6876881821,0.0011124799
4.1100000000,-0.6882102857,-0.6870945688,0.0011157169
4.1150000000,-0.6876022971,-0.6864833679,0.0011189292
4.1200000000,-0.6869767135,-0.6858545968,0.0011221167
4.1250000000,-0.6863335526,-0.6852082732,0.0011252794
4.1300000000,-0.6856728325,-0.6845444154,0.0011284171
4.1350000000,-0.6849945716,-0.6838630420,0.0011315297
4.1400000000,-0.6842987890,-0.6831641719,0.0011346171
4.1450000000,-0.6835855041,-0.6824478248,0.0011376793
4.1500000000,-0.6828547365,-0.6817140203,0.0011407162
4.1550000000,-0.6821065066,-0.6809627790,0.0011437276
4.1600000000,-0.6813408350,-0.6801941214,0.0011467136
4.1650000000,-0.6805577428,-0.6794080689,0.0011496740
4.1700000000,-0.6797572516,-0.6786046429,0.0011526087
4.1750000000,-0.6789393832,-0.6777838656,0.0011555176
4.1800000000,-0.6781041600,-0.6769457593,0.0011584007
4.1850000000,-0.6772516048,-0.6760903469,0.0011612579
4.1900000000,-0.6763817409,-0.6752176518,0.0011640891
4.1950000000,-0.6754945918,-0.6743276976,0.0011668942
4.2000000000,-0.6745901816,-0.6734205085,0.0011696731
4.2050000000,-0.6736685348,-0.6724961090,0.0011724258
4.2100000000,-0.6727296763,-0.6715545241,0.0011751522
4.2150000000,-0.6717736314,-0.6705957792,0.0011778521
4.2200000000,-0.6708004258,-0.6696199002,0.0011805256
4.2250000000,-0.6698100858,-0.6686269132,0.0011831726
4.2300000000,-0.6688026379,-0.6676168450,0.0011857928
4.2350000000,-0.6677781090,-0.6665897226,0.0011883864
4.2400000000,-0.6667365267,-0.6655455734,0.0011909532
4.2450000000,-0.6656779187,-0.6644844255,0.0011934932
4.2500000000,-0.6646023133,-0.6634063071,0.0011960062
4.2550000000,-0.6635097392,-0.6623112470,0.0011984922
4.2600000000,-0.6624002254,-0.6611992743,0.0012009511
4.2650000000,-0.6612738015,-0.6600704186,0.0012033829
4.2700000000,-0.6601304973,-0.6589247099,0.0012057875
4.2750000000,-0.6589703433,-0.6577621785,0.0012081648
4.2800000000,-0.6577933700,-0.6565828553,0.0012105147
4.2850000000,-0.6565996087,-0.6553867715,0.0012128372
4.2900000000,-0.6553890910,-0.6541739588,0.0012151322
4.2950000000,-0.6541618487,-0.6529444491,0.0012173996
4.3000000000,-0.6529179143,-0.6516982749,0.0012196394
4.3050000000,-0.6516573206,-0.6504354691,0.0012218515
4.3100000000,-0.6503801008,-0.6491560649,0.0012240359
4.3150000000,-0.6490862884,-0.6478600960,0.0012261924
4.3200000000,-0.6477759175,-0.6465475964,0.0012283210
4.3250000000,-0.6464490225,-0.6452186008,0.0012304217
4.3300000000,-0.6451056382,-0.6438731438,0.0012324944
4.3350000000,-0.6437457999,-0.6425112609,0.0012345390
4.3400000000,-0.6423695431,-0.6411329876,0.0012365555
4.3450000000,-0.6409769039,-0.6397383602,0.0012385438
4.3500000000,-0.6395679188,-0.6383274150,0.0012405038
4.3550000000,-0.6381426245,-0.6369001890,0.0012424355
4.3600000000,-0.6367010584,-0.6354567195,0.0012443388
4.3650000000,-0.6352432579,-0.6339970442,0.0012462138
4.3700000000,-0.6337692612,-0.6325212010,0.0012480602
4.3750000000,-0.6322791067,-0.6310292287,0.0012498781
4.3800000000,-0.6307728332,-0.6295211659,0.0012516674
4.3850000000,-0.6292504800,-0.6279970519,0.0012534280
4.3900000000,-0.6277120865,-0.6264569265,0.0012551600
4.3950000000,-0.6261576929,-0.6249008297,0.0012568632
4.4000000000,-0.6245873395,-0.6233288020,0.0012585376
4.4050000000,-0.6230010672,-0.6217408841,0.0012601831
4.4100000000,-0.6213989170,-0.6201371173,0.0012617997
4.4150000000,-0.6197809307,-0.6185175433,0.0012633874
4.4200000000,-0.6181471500,-0.6168822040,0.0012649461
4.4250000000,-0.6164976174,-0.6152311418,0.0012664757
4.4300000000,-0.6148323756,-0.6135643995,0.0012679762
4.4350000000,-0.6131514678,-0.6118820202,0.0012694475
4.4400000000,-0.6114549373,-0.6101840476,0.0012708897
4.4450000000,-0.6097428281,-0.6084705255,0.0012723026
4.4500000000,-0.6080151845,-0.6067414982,0.0012736863
4.4550000000,-0.6062720511,-0.6049970105,0.0012750406
4.4600000000,-0.6045134729,-0.6032371074,0.0012763656
4.4650000000,-0.6027394954,-0.6014618343,0.0012776611
4.4700000000,-0.6009501642,-0.5996712370,0.0012789272
4.4750000000,-0.5991455257,-0.5978653619,0.0012801638
4.4800000000,-0.5973256262,-0.5960442554,0.0012813709
4.4850000000,-0.5954905128,-0.5942079645,0.0012825484
4.4900000000,-0.5936402327,-0.5923565364,0.0012836963
4.4950000000,-0.5917748335,-0.5904900190,0.0012848145
4.5000000000,-0.5898943633,-0.5886084603,0.0012859030
4.5050000000,-0.5879988705,-0.5867119086,0.0012869619
4.5100000000,-0.5860884038,-0.5848004129,0.0012879910
4.5150000000,-0.5841630124,-0.5828740222,0.0012889903
4.5200000000,-0.5822227458,-0.5809327860,0.0012899597
4.5250000000,-0.5802676538,-0.5789767544,0.0012908993
4.5300000000,-0.5782977866,-0.5770059775,0.0012918091
4.5350000000,-0.5763131949,-0.5750205060,0.0012926889
4.5400000000,-0.5743139296,-0.5730203908,0.0012935387
4.5450000000,-0.5723000419,-0.5710056833,0.0012943586
4.5500000000,-0.5702715837,-0.5689764352,0.0012951485
4.5550000000,-0.5682286069,-0.5669326986,0.0012959083
4.5600000000,-0.5661711638,-0.5648745257,0.0012966381
4.5650000000,-0.5640993073,-0.5628019695,0.0012973377
4.5700000000,-0.5620130904,-0.5607150831,0.0012980073
4.5750000000,-0.5599125665,-0.5586139198,0.0012986467
4.5800000000,-0.5577977895,-0.5564985336,0.0012992560
4.5850000000,-0.5556688136,-0.5543689785,0.0012998351
4.5900000000,-0.5535256931,-0.5522253092,0.0013003839
4.5950000000,-0.5513684829,-0.5500675804,0.0013009025
4.6000000000,-0.5491972383,-0.5478958474,0.0013013909
4.6050000000,-0.5470120147,-0.5457101658,0.0013018490
4.6100000000,-0.5448128681,-0.5435105914,0.0013022768
4.6150000000,-0.5425998547,-0.5412971804,0.0013026743
4.6200000000,-0.5403730309,-0.5390699895,0.0013030414
4.6250000000,-0.5381324538,-0.5368290756,0.0013033782
4.6300000000,-0.5358781805,-0.5345744958,0.0013036846
4.6350000000,-0.5336102686,-0.5323063079,0.0013039607
4.6400000000,-0.5313287760,-0.5300245697,0.0013042064
4.6450000000,-0.5290337610,-0.5277293394,0.0013044216
4.6500000000,-0.5267252821,-0.5254206757,0.0013046064
4.6550000000,-0.5244033983,-0.5230986375,0.0013047608
4.6600000000,-0.5220681687,-0.5207632840,0.0013048847
4.6650000000,-0.5197196530,-0.5184146748,0.0013049782
4.6700000000,-0.5173579109,-0.5160528697,0.0013050412
4.6750000000,-0.5149830028,-0.5136779291,0.0013050738
4.6800000000,-0.5125949892,-0.5112899134,0.0013050758
4.6850000000,-0.5101939308,-0.5088888834,0.0013050474
4.6900000000,-0.5077798889,-0.5064749005,0.0013049884
4.6950000000,-0.5053529250,-0.5040480261,0.0013048989
4.7000000000,-0.5029131009,-0.5016083220,0.0013047790
4.7050000000,-0.5004604787,-0.4991558503,0.0013046285
4.7100000000,-0.4979951209,-0.4966906735,0.0013044475
4.7150000000,-0.4955170902,-0.4942128543,0.0013042359
4.7200000000,-0.4930264497,-0.4917224558,0.0013039938
4.7250000000,-0.4905232627,-0.4892195414,0.0013037212
4.7300000000,-0.4880075929,-0.4867041748,0.0013034181
4.7350000000,-0.4854795044,-0.4841764200,0.0013030845
4.7400000000,-0.4829390614,-0.4816363412,0.0013027203
4.7450000000,-0.4803863286,-0.4790840030,0.0013023255
4.7500000000,-0.4778213707,-0.4765194704,0.0013019003
4.7550000000,-0.4752442531,-0.4739428086,0.0013014445
4.7600000000,-0.4726550412,-0.4713540830,0.0013009583
4.7650000000,-0.4700538009,-0.4687533594,0.0013004415
4.7700000000,-0.4674405981,-0.4661407039,0.0012998941
4.7750000000,-0.4648154993,-0.4635161830,0.0012993163
4.7800000000,-0.4621785712,-0.4608798632,0.0012987080
4.7850000000,-0.4595298808,-0.4582318115,0.0012980693
4.7900000000,-0.4568694952,-0.4555720952,0.0012974000
4.7950000000,-0.4541974821,-0.4529007818,0.0012967003
4.8000000000,-0.4515139092,-0.4502179392,0.0012959701
4.8050000000,-0.4488188448,-0.4475236354,0.0012952094
4.8100000000,-0.4461123571,-0.4448179387,0.0012944183
4.8150000000,-0.4433945149,-0.4421009180,0.0012935968
4.8200000000,-0.4406653870,-0.4393726421,0.0012927449
4.8250000000,-0.4379250429,-0.4366331802,0.0012918626
4.8300000000,-0.4351735518,-0.4338826019,0.0012909500
4.8350000000,-0.4324109837,-0.4311209768,0.0012900069
4.8400000000,-0.4296374086,-0.4283483751,0.0012890335
4.8450000000,-0.4268528968,-0.4255648670,0.0012880298
4.8500000000,-0.4240575189,-0.4227705232,0.0012869957
4.8550000000,-0.4212513458,-0.4199654143,0.0012859314
4.8600000000,-0.4184344485,-0.4171496117,0.0012848368
4.8650000000,-0.4156068985,-0.4143231865,0.0012837119
4.8700000000,-0.4127687674,-0.4114862105,0.0012825569
4.8750000000,-0.4099201271,-0.4086387555,0.0012813716
4.8800000000,-0.4070610498,-0.4057808937,0.0012801561
4.8850000000,-0.4041916079,-0.4029126975,0.0012789104
4.8900000000,-0.4013118741,-0.4000342395,0.0012776346
4.8950000000,-0.3984219214,-0.3971455927,0.0012763287
4.9000000000,-0.3955218228,-0.3942468301,0.0012749927
4.9050000000,-0.3926116518,-0.3913380252,0.0012736266
4.9100000000,-0.3896914821,-0.3884192516,0.0012722306
4.9150000000,-0.3867613877,-0.3854905833,0.0012708044
4.9200000000,-0.3838214426,-0.3825520943,0.0012693484
4.9250000000,-0.3808717214,-0.3796038590,0.0012678623
4.9300000000,-0.3779122986,-0.3766459522,0.0012663464
4.9350000000,-0.3749432490,-0.3736784485,0.0012648006
4.9400000000,-0.3719646480,-0.3707014231,0.0012632249
4.9450000000,-0.3689765707,-0.3677149513,0.0012616194
4.9500000000,-0.3659790928,-0.3647191088,0.0012599841
4.9550000000,-0.3629722902,-0.3617139711,0.0012583190
4.9600000000,-0.3599562387,-0.3586996145,0.0012566243
4.9650000000,-0.3569310148,-0.3556761150,0.0012548998
4.9700000000,-0.3538966949,-0.3526435492,0.0012531457
4.9750000000,-0.3508533558,-0.3496019938,0.0012513620
4.9800000000,-0.3478010743,-0.3465515256,0.0012495487
4.9850000000,-0.3447399277,-0.3434922218,0.0012477059
4.9900000000,-0.3416699933,-0.3404241597,0.0012458336
4.9950000000,-0.3385913488,-0.3373474169,0.0012439319
5.0000000000,-0.3355040718,-0.3342620711,0.0012420007
